,segment_id,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,seek,start,end,temperature,text,tokens,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound
10,10,-0.2779053747653961,1.3916083574295044,0.0012629142729565501,2666,30.020000457763672,32.099998474121094,0.0," And, you know, that's a little bit old, that chart.","[50532, 400, 11, 291, 458, 11, 300, 311, 257, 707, 857, 1331, 11, 300, 6927, 13, 50636]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,11,-0.2779053747653961,1.3916083574295044,0.0012629142729565501,2666,32.099998474121094,33.65999984741211,0.0, That chart's a couple of months old.,"[50636, 663, 6927, 311, 257, 1916, 295, 2493, 1331, 13, 50714]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,12,-0.2779053747653961,1.3916083574295044,0.0012629142729565501,2666,33.65999984741211,36.959999084472656,0.0," And if you want to really see something that's said,","[50714, 400, 498, 291, 528, 281, 534, 536, 746, 300, 311, 848, 11, 50879]",0.0,0.0,0.0,0.0,0.874,0.126,0.0772
13,13,-0.2779053747653961,1.3916083574295044,0.0012629142729565501,2666,36.959999084472656,38.560001373291016,0.0, take a look at what happened.,"[50879, 747, 257, 574, 412, 437, 2011, 13, 50959]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,14,-0.6188684701919556,0.8985507488250732,0.07052011787891388,5666,56.65999984741211,81.91999816894531,0.0, Okay.,"[50364, 1033, 13, 51627]",0.0,0.0,0.0,0.0,0.0,1.0,0.2263
15,15,-0.6188684701919556,0.8985507488250732,0.07052011787891388,5666,81.91999816894531,84.72000122070312,0.0," We are watching live at a rally in Butler, Pennsylvania,","[51627, 492, 366, 1976, 1621, 412, 257, 17584, 294, 27571, 11, 17963, 11, 51767]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,16,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,84.77999877929688,87.91999816894531,0.0, where former President Trump was speaking on the stage.,"[50367, 689, 5819, 3117, 3899, 390, 4124, 322, 264, 3233, 13, 50524]",0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,0.0,0.0
17,17,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,87.91999816894531,89.77999877929688,0.0, There has been some kind of disturbance,"[50524, 821, 575, 668, 512, 733, 295, 35684, 50617]",0.0,0.14285714285714285,-0.14285714285714285,0.325,0.675,0.0,-0.4391
18,18,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,89.77999877929688,92.0199966430664,0.0, that clearly sets law enforcement,"[50617, 300, 4448, 6352, 2101, 11475, 50729]",0.2,0.0,0.2,0.0,0.597,0.403,0.4019
19,19,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,92.0199966430664,94.5199966430664,0.0, and Secret Service into motion.,"[50729, 293, 7400, 9561, 666, 5394, 13, 50854]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
20,20,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,94.5199966430664,97.41999816894531,0.0, Immediately jumping around the former president,"[50854, 34457, 11233, 926, 264, 5819, 3868, 50999]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,21,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,97.41999816894531,99.26000213623047,0.0, in a protective mode.,"[50999, 294, 257, 16314, 4391, 13, 51091]",0.25,0.0,0.25,0.0,1.0,0.0,0.0
22,22,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,99.26000213623047,100.69999694824219,0.0, The crowd has been screaming.,"[51091, 440, 6919, 575, 668, 12636, 13, 51163]",0.0,0.0,0.0,0.394,0.606,0.0,-0.3818
23,23,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,100.69999694824219,102.69999694824219,0.0, They are standing by.,"[51163, 814, 366, 4877, 538, 13, 51263]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,24,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,102.69999694824219,104.63999938964844,0.0," You can hear some voices there saying,","[51263, 509, 393, 1568, 512, 9802, 456, 1566, 11, 51360]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,25,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,104.63999938964844,107.66000366210938,0.0, are we ready to go? Are we ready to go?,"[51360, 366, 321, 1919, 281, 352, 30, 2014, 321, 1919, 281, 352, 30, 51511]",0.2,0.0,0.2,0.0,0.599,0.401,0.6553
26,26,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,107.66000366210938,110.13999938964844,0.0, We are looking at President Trump.,"[51511, 492, 366, 1237, 412, 3117, 3899, 13, 51635]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,27,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,110.13999938964844,111.54000091552734,0.0, This does not look good.,"[51635, 639, 775, 406, 574, 665, 13, 51705]",0.0,0.0,0.0,0.376,0.624,0.0,-0.3412
28,28,-0.23732580244541168,1.6977611780166626,0.055810291320085526,8472,111.54000091552734,112.68000030517578,0.0, I'm going to be honest with you.,"[51705, 286, 478, 516, 281, 312, 3245, 365, 291, 13, 51762]",0.14285714285714285,0.0,0.14285714285714285,0.0,0.645,0.355,0.5106
29,29,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,112.69999694824219,114.73999786376953,0.0," From what we can see right here,","[50365, 3358, 437, 321, 393, 536, 558, 510, 11, 50467]",0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,0.0
30,30,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,114.73999786376953,116.58000183105469,0.0, it looks like they are attempting to move him out,"[50467, 309, 1542, 411, 436, 366, 22001, 281, 1286, 796, 484, 50559]",0.1,0.0,0.1,0.0,0.783,0.217,0.3612
31,31,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,116.58000183105469,118.18000030517578,0.0, that he may have been injured.,"[50559, 300, 415, 815, 362, 668, 13408, 13, 50639]",0.0,0.0,0.0,0.351,0.649,0.0,-0.4019
32,32,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,120.68000030517578,122.68000030517578,0.0, He is holding up his arm.,"[50764, 634, 307, 5061, 493, 702, 3726, 13, 50864]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,33,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,122.68000030517578,123.87999725341797,0.0, He is pumping his fist.,"[50864, 634, 307, 27131, 702, 21849, 13, 50924]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,34,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,123.87999725341797,125.81999969482422,0.0," But clearly, Secret Service","[50924, 583, 4448, 11, 7400, 9561, 51021]",0.0,0.0,0.0,0.0,0.458,0.542,0.5499
35,35,-0.264546662569046,1.4171779155731201,0.0926155373454094,11268,125.81999969482422,128.52000427246094,0.0, wants to get him out of this situation.,"[51021, 2738, 281, 483, 796, 484, 295, 341, 2590, 13, 51156]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
