,segment_id,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,seek,start,end,temperature,text,tokens,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound
10,10,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,11.279999732971191,11.9399995803833,0.0, Go ahead.,"[50928, 1037, 2286, 13, 50961]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,11,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,11.9399995803833,16.719999313354492,0.0," The Press In a tweet this weekend, Mr. President,","[50961, 440, 6776, 682, 257, 15258, 341, 6711, 11, 2221, 13, 3117, 11, 51200]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,12,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,16.719999313354492,18.3799991607666,0.0, you said that it's incorrect to say you're,"[51200, 291, 848, 300, 309, 311, 18424, 281, 584, 291, 434, 51283]",0.0,0.125,-0.125,0.0,1.0,0.0,0.0
13,13,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,18.3799991607666,21.6200008392334,0.0, limiting the scope of the FBI investigation.,"[51283, 22083, 264, 11923, 295, 264, 17441, 9627, 13, 51445]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,14,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,21.6200008392334,22.6200008392334,0.0, The President What does that have to do with,"[51445, 440, 3117, 708, 775, 300, 362, 281, 360, 365, 51495]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,15,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,22.6200008392334,23.280000686645508,0.0, trade?,"[51495, 4923, 30, 51528]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,16,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,23.280000686645508,24.559999465942383,0.0," I don't mind answering the question, but, you","[51528, 286, 500, 380, 1575, 13430, 264, 1168, 11, 457, 11, 291, 51592]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
17,17,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,24.559999465942383,26.020000457763672,0.0," know, I'd like to do the trade questions.","[51592, 458, 11, 286, 1116, 411, 281, 360, 264, 4923, 1651, 13, 51665]",0.125,0.0,0.125,0.0,0.737,0.263,0.3612
18,18,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,26.020000457763672,26.959999084472656,0.0, The Press It has to do with the other headline in,"[51665, 440, 6776, 467, 575, 281, 360, 365, 264, 661, 28380, 294, 51712]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
19,19,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,26.959999084472656,28.020000457763672,0.0," the news, which is the Kavanaugh nomination.","[51712, 264, 2583, 11, 597, 307, 264, 591, 29867, 1984, 30375, 13, 51765]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
20,20,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,28.020000457763672,29.520000457763672,0.0," The President I know, but how about talking about","[51765, 440, 3117, 286, 458, 11, 457, 577, 466, 1417, 466, 51840]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,21,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,29.540000915527344,30.780000686645508,0.0," trade, and then we'll get to that.","[50365, 4923, 11, 293, 550, 321, 603, 483, 281, 300, 13, 50427]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,22,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,30.780000686645508,31.780000686645508,0.0, We'll do that a little bit later.,"[50427, 492, 603, 360, 300, 257, 707, 857, 1780, 13, 50477]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,23,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,31.780000686645508,32.91999816894531,0.0, Anybody have a trade?,"[50477, 19082, 362, 257, 4923, 30, 50534]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,24,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,32.91999816894531,33.58000183105469,0.0, Go ahead.,"[50534, 1037, 2286, 13, 50567]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,25,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,33.58000183105469,34.2599983215332,0.0, Please.,"[50567, 2555, 13, 50601]",0.0,0.0,0.0,0.0,0.0,1.0,0.3182
26,26,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,34.2599983215332,35.08000183105469,0.0, The Press Do you think your trade deal will pass,"[50601, 440, 6776, 1144, 291, 519, 428, 4923, 2028, 486, 1320, 50642]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,27,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,35.08000183105469,35.7599983215332,0.0," through Congress, sir?","[50642, 807, 6426, 11, 4735, 30, 50676]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,28,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,35.7599983215332,36.41999816894531,0.0, The President I think so.,"[50676, 440, 3117, 286, 519, 370, 13, 50709]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,29,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,36.41999816894531,37.720001220703125,0.0," But, you know, if it doesn't, we have lots of","[50709, 583, 11, 291, 458, 11, 498, 309, 1177, 380, 11, 321, 362, 3195, 295, 50774]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,30,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,37.720001220703125,38.560001373291016,0.0, other alternatives.,"[50774, 661, 20478, 13, 50816]",0.0,0.0,0.0,0.0,1.0,0.0,0.0
