,segment_id,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,seek,start,end,temperature,text,tokens,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_iterate,sentiment_scores,sentiment_scores_number,openai_mean_sentiment,std_sentiment,nltk_opinion_lexicon_net_z,vader_neg_z,vader_neu_z,vader_pos_z,vader_compound_z,openai_mean_sentiment_z
14,14,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,21.6200008392334,22.6200008392334,0.0, The President What does that have to do with,"[51445, 440, 3117, 708, 775, 300, 362, 281, 360, 365, 51495]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'The President What does that have to do with', 'sentiment_score': 4.2, 'sentiment_label': 'Neutral'}}, {'text': 'The President What does that have to do with', 'sentiment_score': 3.7, 'sentiment': 'Neutral'}, {'sentiment_analysis': {'text': 'The President What does that have to do with', 'sentiment_score': 3, 'sentiment_label': 'Neutral'}}, {'text': 'The President What does that have to do with', 'sentiment_analysis': {'score': 3, 'sentiment': 'Neutral'}}, {'text': 'The President What does that have to do with', 'sentiment_analysis': {'score': 3, 'sentiment': 'Neutral'}}]","[4.2, 3.7, 3, 3, 3]","[4.2, 3.7, 3.0, 3.0, 3.0]",0.33799999999999997,0.04915282290977803,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.47845890700276866
15,15,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,22.6200008392334,23.280000686645508,0.0, trade?,"[51495, 4923, 30, 51528]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'trade?', 'sentiment_score': 4}}, {'sentiment_analysis': {'text': 'trade?', 'sentiment_score': 3.2, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'trade', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'trade?', 'sentiment_score': 3.5, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'trade?', 'sentiment_score': 4, 'sentiment_label': 'Neutral'}}]","[4, 3.2, 5, 3.5, 4]","[4.0, 3.2, 5.0, 3.5, 4.0]",0.394,0.06118823416311342,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.21477488714346482
16,16,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,23.280000686645508,24.559999465942383,0.0," I don't mind answering the question, but, you","[51528, 286, 500, 380, 1575, 13430, 264, 1168, 11, 457, 11, 291, 51592]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'error': 'The text provided contains invalid characters or format. Please make sure the text is in a valid string format.'}, {'error': 'Invalid input format. Please provide the text in a variable with proper syntax.'}, {'sentiment_analysis': {'text': ""I don't mind answering the question, but, you"", 'sentiment_score': 3}}, {'sentiment_analysis': {'text': ""I don't mind answering the question, but, you"", 'sentiment_score': 1.5, 'sentiment_label': 'negative'}}, {'error': 'Invalid input format. Please provide the text in a valid JSON format.'}]","[None, None, 3, 1.5, None]","[3.0, 1.5]",0.225,0.075,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-1.010535589933149
17,17,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,24.559999465942383,26.020000457763672,0.0," know, I'd like to do the trade questions.","[51592, 458, 11, 286, 1116, 411, 281, 360, 264, 4923, 1651, 13, 51665]",0.125,0.0,0.125,0.0,0.737,0.263,0.3612,"[{'sentiment_analysis': {'text': ""know, I'd like to do the trade questions."", 'sentiment_score': 4.5, 'sentiment_category': 'Neutral'}}, {'sentiment_analysis': {'text': ""know, I'd like to do the trade questions."", 'sentiment_score': 5}}, {'sentiment_analysis': {'text': ""I know, I'd like to do the trade questions."", 'sentiment_score': 4.5, 'sentiment_category': 'Neutral'}}, {'sentiment_analysis': {'text': ""know, I'd like to do the trade questions."", 'sentiment_score': 5}}, {'sentiment_analysis': {'text': ""I know, I'd like to do the trade questions."", 'sentiment_score': 7}}]","[4.5, 5, 4.5, 5, 7]","[4.5, 5.0, 4.5, 5.0, 7.0]",0.52,0.09273618495495703,2.4444008408222087,-0.3111911030933934,-0.20186813996582545,0.32417872109455265,2.173222002548836,0.37851415753996825
18,18,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,26.020000457763672,26.959999084472656,0.0, The Press It has to do with the other headline in,"[51665, 440, 6776, 467, 575, 281, 360, 365, 264, 661, 28380, 294, 51712]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'The Press It has to do with the other headline in', 'sentiment_score': 3.5, 'sentiment': 'Neutral'}}, {'text': 'The Press It has to do with the other headline in', 'sentiment': 'neutral', 'score': 5}, {'sentiment_analysis': {'text': 'The Press It has to do with the other headline in', 'sentiment_score': 4.5, 'sentiment_type': 'Neutral'}}, {'sentiment_analysis': {'text': 'The Press It has to do with the other headline in', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'The Press It has to do with the other headline in', 'sentiment_score': 3}}]","[3.5, None, 4.5, 5, 3]","[3.5, 4.5, 5.0, 3.0]",0.4,0.07905694150420949,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.18652302787282513
19,19,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,26.959999084472656,28.020000457763672,0.0," the news, which is the Kavanaugh nomination.","[51712, 264, 2583, 11, 597, 307, 264, 591, 29867, 1984, 30375, 13, 51765]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'the news, which is the Kavanaugh nomination', 'sentiment_score': 3.5, 'sentiment': 'Neutral'}, {'text': 'the news, which is the Kavanaugh nomination', 'sentiment_analysis': {'overall_sentiment': 'Neutral', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'the news, which is the Kavanaugh nomination', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'the news, which is the Kavanaugh nomination', 'sentiment_score': 5.5, 'sentiment_category': 'Neutral'}}, {'text': 'the news, which is the Kavanaugh nomination', 'sentiment_score': 7.5, 'sentiment': 'Positive'}]","[3.5, 5, 7, 5.5, 7.5]","[3.5, 5.0, 7.0, 5.5, 7.5]",0.5700000000000001,0.14352700094407325,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,0.6139463181286324
20,20,-0.3093353509902954,1.805389165878296,0.025511877611279488,0,28.020000457763672,29.520000457763672,0.0," The President I know, but how about talking about","[51765, 440, 3117, 286, 458, 11, 457, 577, 466, 1417, 466, 51840]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'The President I know, but how about talking about', 'sentiment': 3}, {'sentiment_analysis': {'text': 'The President I know, but how about talking about', 'sentiment_score': 3, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'The President I know, but how about talking about', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'The President I know, but how about talking about', 'sentiment_score': 4.2, 'sentiment_type': 'Neutral'}}, {'sentiment_analysis': {'text': 'The President I know, but how about talking about', 'sentiment_score': 3.5, 'sentiment_label': 'Neutral'}}]","[None, 3, 3, 4.2, 3.5]","[3.0, 3.0, 4.2, 3.5]",0.34249999999999997,0.04918078893226501,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.4572700125497889
21,21,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,29.540000915527344,30.780000686645508,0.0," trade, and then we'll get to that.","[50365, 4923, 11, 293, 550, 321, 603, 483, 281, 300, 13, 50427]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'trade', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'trade', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'trade', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'trade', 'sentiment_score': 6.5, 'sentiment_category': 'Neutral'}}, {'sentiment_analysis': {'text': 'trade', 'sentiment_score': 5}}]","[7, 5, 5, 6.5, 5]","[7.0, 5.0, 5.0, 6.5, 5.0]",0.5700000000000001,0.08717797887081347,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,0.6139463181286324
22,22,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,30.780000686645508,31.780000686645508,0.0, We'll do that a little bit later.,"[50427, 492, 603, 360, 300, 257, 707, 857, 1780, 13, 50477]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': ""We'll do that a little bit later."", 'sentiment_score': 6}}, {'sentiment_analysis': {'text': ""We'll do that a little bit later."", 'sentiment_score': 5.2, 'sentiment_label': 'Neutral'}}, {'sentiment_analysis': {'text': ""We'll do that a little bit later."", 'sentiment_score': 6}}, {'sentiment_analysis': {'text': ""We'll do that a little bit later."", 'sentiment_score': 5}}, {'sentiment_analysis': {'text': ""We'll do that a little bit later."", 'sentiment_score': 5}}]","[6, 5.2, 6, 5, 5]","[6.0, 5.2, 6.0, 5.0, 5.0]",0.5439999999999999,0.0463033476111609,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,0.4915215946225265
23,23,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,31.780000686645508,32.91999816894531,0.0, Anybody have a trade?,"[50477, 19082, 362, 257, 4923, 30, 50534]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'Anybody have a trade?', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'Anybody have a trade?', 'sentiment_score': 4}}, {'text': 'Anybody have a trade?', 'sentiment': {'polarity': 'neutral', 'score': 5}}, {'sentiment_analysis': {'text': 'Anybody have a trade?', 'sentiment_score': 3}}, {'text': 'Anybody have a trade?', 'sentiment': {'score': 3, 'magnitude': 0.6}}]","[3, 4, 5, 3, 3]","[3.0, 4.0, 5.0, 3.0, 3.0]",0.36,0.08,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.37486875634375644
24,24,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,32.91999816894531,33.58000183105469,0.0, Go ahead.,"[50534, 1037, 2286, 13, 50567]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'Go ahead.', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'The text from 1-10', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'The text from 1-10 is well-structured and informative.', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'Go ahead.', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'Go ahead.', 'sentiment_score': 7}}]","[8, 7, 8, 7, 7]","[8.0, 7.0, 8.0, 7.0, 7.0]",0.74,0.048989794855663564,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,1.4144156641300893
25,25,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,33.58000183105469,34.2599983215332,0.0, Please.,"[50567, 2555, 13, 50601]",0.0,0.0,0.0,0.0,0.0,1.0,0.3182,"[{'sentiment_analysis': {'text': 'The text from 1-10', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'The text from variable goes here', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'This is an excellent day full of joy and happiness.', 'sentiment_score': 9.5}}, {'sentiment_analysis': {'text': 'The text from 1-10', 'sentiment_score': 8}}, {'sentiment_analysis': {'text': 'The text from 1-10', 'score': 7}}]","[7, 7, 9.5, 8, 7]","[7.0, 7.0, 9.5, 8.0, 7.0]",0.77,0.09797958971132711,0.014927638722578357,-0.3111911030933934,-2.3661484749255726,2.5651806093993166,1.886143920158825,1.5556749604832878
26,26,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,34.2599983215332,35.08000183105469,0.0, The Press Do you think your trade deal will pass,"[50601, 440, 6776, 1144, 291, 519, 428, 4923, 2028, 486, 1320, 50642]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'The Press Do you think your trade deal will pass', 'sentiment_score': 5}}, {'text': 'The Press Do you think your trade deal will pass', 'sentiment_analysis': {'overall_sentiment': 5, 'sentences': [{'text': 'The Press', 'sentiment': 5}, {'text': 'Do you think your trade deal will pass', 'sentiment': 5}]}}, {'text': 'The Press Do you think your trade deal will pass', 'sentiment': {'polarity': 'neutral', 'score': 0.0}}, {'text': 'The Press Do you think your trade deal will pass', 'sentiment_analysis': {'overall_sentiment': 5, 'sentences': [{'text': 'The Press', 'sentiment': 6}, {'text': 'Do you think your trade deal will pass', 'sentiment': 4}]}}, {'text': 'The Press Do you think your trade deal will pass', 'sentiment_score': 5}]","[5, 5, 0.0, 5, 5]","[5.0, 5.0, 0.0, 5.0, 5.0]",0.4,0.2,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.18652302787282513
27,27,-0.28675419092178345,1.4468084573745728,0.040797919034957886,2952,35.08000183105469,35.7599983215332,0.0," through Congress, sir?","[50642, 807, 6426, 11, 4735, 30, 50676]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'through Congress, sir?', 'sentiment': {'overall_score': -0.1, 'positive_score': 0.0, 'negative_score': 0.2, 'neutral_score': 0.8}}, {'sentiment_analysis': {'text': 'through Congress, sir?', 'sentiment_score': 4, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'through Congress, sir?', 'sentiment_score': 3, 'sentiment': 'Neutral'}}, {'text': 'through Congress, sir?', 'sentiment': {'score': 5, 'interpretation': 'Neutral'}}, {'sentiment_analysis': {'text': 'through Congress, sir?', 'sentiment_score': 5}}]","[-0.1, 4, 3, 5, 5]","[-0.1, 4.0, 3.0, 5.0, 5.0]",0.33799999999999997,0.18914544668059025,0.014927638722578357,-0.3111911030933934,0.5704598493074629,-0.4755275158445965,-0.23823388952725422,-0.47845890700276866
